Rk,Player,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Joel Embiid,PHI,C,39,39,33.6,11.5,21.8,0.529,1.4,3.6,0.388,10.2,18.3,0.556,0.561,10.2,11.6,2.4,8.6,11,5.6,1.2,1.7,3.8,2.9,34.7
2,Luka Doncic,DAL,PG,70,70,37.5,11.5,23.6,0.487,4.1,10.6,0.382,7.4,13,0.573,0.573,6.8,8.7,0.8,8.4,9.2,9.8,1.4,0.5,4,2.1,33.9
3,Giannis Antetokounmpo,MIL,PF,73,73,35.2,11.5,18.8,0.611,0.5,1.7,0.274,11,17.1,0.645,0.624,7,10.7,2.7,8.8,11.5,6.5,1.2,1.1,3.4,2.9,30.4
4,Shai Gilgeous-Alexander,OKC,PG,75,75,34,10.6,19.8,0.535,1.3,3.6,0.353,9.3,16.2,0.576,0.567,7.6,8.7,0.9,4.7,5.5,6.2,2,0.9,2.2,2.5,30.1
5,Jalen Brunson,NYK,PG,77,77,35.4,10.3,21.4,0.479,2.7,6.8,0.401,7.5,14.6,0.516,0.543,5.5,6.5,0.6,3.1,3.6,6.7,0.9,0.2,2.4,1.9,28.7
6,Kevin Durant,PHO,PF,75,75,37.2,10,19.1,0.523,2.2,5.4,0.413,7.8,13.7,0.567,0.581,4.8,5.6,0.5,6.1,6.6,5,0.9,1.2,3.3,1.8,27.1
7,Devin Booker,PHO,PG,68,68,36,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13,0.552,0.55,6,6.7,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3,27.1
8,Jayson Tatum,BOS,PF,74,74,35.7,9.1,19.3,0.471,3.1,8.2,0.376,6,11,0.542,0.552,5.6,6.7,0.9,7.2,8.1,4.9,1,0.6,2.5,2,26.9
9,Donovan Mitchell,CLE,SG,55,55,35.3,9.1,19.8,0.462,3.3,9,0.368,5.8,10.8,0.539,0.545,5,5.8,0.8,4.3,5.1,6.1,1.8,0.5,2.8,2.1,26.6
10,De'Aaron Fox,SAC,PG,74,74,35.9,9.7,20.9,0.465,2.9,7.8,0.369,6.8,13.1,0.522,0.534,4.2,5.7,0.9,3.7,4.6,5.6,2,0.4,2.6,2.6,26.6
11,Stephen Curry,GSW,PG,74,74,32.7,8.8,19.5,0.45,4.8,11.8,0.408,4,7.7,0.515,0.573,4,4.4,0.5,4,4.5,5.1,0.7,0.4,2.8,1.6,26.4
12,Nikola Jokic,DEN,C,79,79,34.6,10.4,17.9,0.583,1.1,2.9,0.359,9.4,14.9,0.626,0.612,4.5,5.5,2.8,9.5,12.4,9,1.4,0.9,3,2.5,26.4
13,Tyrese Maxey,PHI,PG,70,70,37.5,9.1,20.3,0.45,3,8.1,0.373,6.1,12.1,0.501,0.524,4.7,5.4,0.5,3.2,3.7,6.2,1,0.5,1.7,2.2,25.9
14,Anthony Edwards,MIN,SG,79,78,35.1,9.1,19.7,0.461,2.4,6.7,0.357,6.7,13,0.515,0.522,5.4,6.4,0.7,4.8,5.4,5.1,1.3,0.5,3.1,1.8,25.9
15,Trae Young,ATL,PG,54,54,36,8,18.7,0.43,3.2,8.7,0.373,4.8,10,0.479,0.516,6.4,7.5,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2,25.7
16,LeBron James,LAL,PF,71,71,35.3,9.6,17.9,0.54,2.1,5.1,0.41,7.5,12.8,0.592,0.599,4.3,5.7,0.9,6.4,7.3,8.3,1.3,0.5,3.5,1.1,25.7
17,Kyrie Irving,DAL,SG,58,58,35,9.7,19.5,0.497,3,7.3,0.411,6.7,12.2,0.548,0.573,3.3,3.6,0.8,4.2,5,5.2,1.3,0.5,1.8,1.9,25.6
18,Ja Morant,MEM,PG,9,9,35.3,8.9,18.9,0.471,1.6,5.7,0.275,7.3,13.2,0.555,0.512,5.8,7.1,0.7,4.9,5.6,8.1,0.8,0.6,3,2.1,25.1
19,Anthony Davis,LAL,C,76,76,35.5,9.4,16.9,0.556,0.4,1.4,0.271,9,15.5,0.582,0.567,5.5,6.8,3.1,9.5,12.6,3.5,1.2,2.3,2.1,2.3,24.7
20,Damian Lillard,MIL,PG,73,73,35.3,7.4,17.5,0.424,3,8.5,0.354,4.4,9,0.49,0.51,6.5,7,0.5,3.9,4.4,7,1,0.2,2.6,1.8,24.3
21,DeMar DeRozan,CHI,SF,79,79,37.8,8.2,17.2,0.48,0.9,2.8,0.333,7.3,14.3,0.509,0.507,6.6,7.7,0.5,3.8,4.3,5.3,1.1,0.6,1.7,2,24
22,Julius Randle,NYK,PF,46,46,35.4,8.6,18.2,0.472,1.7,5.3,0.311,6.9,12.9,0.539,0.518,5.1,6.6,2.2,7,9.2,5,0.5,0.3,3.5,2.7,24
23,LaMelo Ball,CHO,PG,22,22,32.3,8.3,19.2,0.433,3.2,9,0.355,5.1,10.3,0.5,0.515,4.1,4.7,1.3,3.8,5.1,8,1.8,0.2,3.8,3.6,23.9
24,Desmond Bane,MEM,SG,42,42,34.4,8.6,18.5,0.464,3.3,8.6,0.381,5.3,9.9,0.536,0.552,3.3,3.8,0.9,3.5,4.4,5.5,1,0.5,2.7,2.9,23.7
25,Kawhi Leonard,LAC,SF,68,68,34.3,9,17.1,0.525,2.1,4.9,0.417,6.9,12.1,0.569,0.585,3.7,4.2,1.2,4.9,6.1,3.6,1.6,0.9,1.8,1.4,23.7
26,Lauri Markkanen,UTA,PF,55,55,33.1,7.8,16.2,0.48,3.2,8,0.399,4.6,8.2,0.559,0.578,4.5,5,2.2,5.9,8.2,2,0.9,0.5,1.4,1.8,23.2
27,Jaylen Brown,BOS,SF,70,70,33.5,9,17.9,0.499,2.1,5.9,0.354,6.9,12.1,0.57,0.557,3,4.3,1.2,4.3,5.5,3.6,1.2,0.5,2.4,2.6,23
28,Zion Williamson,NOP,PF,70,70,31.5,8.9,15.6,0.57,0.1,0.3,0.333,8.8,15.4,0.574,0.573,5,7.1,1.7,4.1,5.8,5,1.1,0.7,2.8,2.3,22.9
29,Cade Cunningham,DET,PG,62,62,33.5,8.5,18.8,0.449,1.9,5.4,0.355,6.5,13.4,0.487,0.5,3.8,4.4,0.5,3.8,4.3,7.5,0.9,0.4,3.4,2.5,22.7
30,Anfernee Simons,POR,SG,46,46,34.4,7.8,18.2,0.43,3.4,8.8,0.385,4.4,9.4,0.472,0.523,3.5,3.9,0.5,3.2,3.6,5.5,0.5,0.1,2.7,2.1,22.6
31,Paul George,LAC,PF,74,74,33.8,7.9,16.7,0.471,3.3,7.9,0.413,4.6,8.8,0.523,0.569,3.6,3.9,0.5,4.7,5.2,3.5,1.5,0.5,2.1,2.7,22.6
32,Paolo Banchero,ORL,PF,80,80,35,8,17.6,0.455,1.5,4.4,0.339,6.5,13.2,0.493,0.497,5.1,7,1,5.9,6.9,5.4,0.9,0.6,3.1,1.9,22.6
33,Jaren Jackson Jr.,MEM,C,66,66,32.2,7.8,17.6,0.444,1.8,5.5,0.32,6,12.1,0.501,0.494,5.1,6.3,1.3,4.2,5.5,2.3,1.2,1.6,2.4,3.6,22.5
34,Dejounte Murray,ATL,SG,78,78,35.7,8.6,18.8,0.459,2.6,7.1,0.363,6,11.7,0.518,0.528,2.7,3.4,0.8,4.5,5.3,6.4,1.4,0.3,2.6,1.8,22.5
35,Cam Thomas,BRK,SG,66,51,31.4,8,18,0.442,2.2,6,0.364,5.8,12,0.481,0.503,4.3,5.1,0.4,2.8,3.2,2.9,0.7,0.2,1.9,2.1,22.5
36,Kyle Kuzma,WAS,PF,70,70,32.6,8.7,18.8,0.463,2.2,6.4,0.336,6.5,12.3,0.53,0.521,2.7,3.4,0.9,5.7,6.6,4.2,0.5,0.7,2.7,2.2,22.2
37,Karl-Anthony Towns,MIN,PF,62,62,32.7,7.7,15.3,0.504,2.2,5.3,0.416,5.5,10.1,0.55,0.575,4.1,4.7,1.5,6.8,8.3,3,0.7,0.7,2.9,3.3,21.8
38,Pascal Siakam,2TM,PF,80,80,33.2,8.5,15.9,0.536,1.1,3.1,0.346,7.5,12.8,0.581,0.569,3.6,5,1.7,5.3,7.1,4.3,0.8,0.3,1.8,2.4,21.7
39,Victor Wembanyama,SAS,C,71,71,29.7,7.8,16.7,0.465,1.8,5.5,0.325,6,11.2,0.534,0.519,4.1,5.2,2.3,8.4,10.6,3.9,1.2,3.6,3.7,2.2,21.4
40,Jamal Murray,DEN,PG,59,59,31.5,8,16.7,0.481,2.5,5.8,0.425,5.6,10.9,0.51,0.554,2.7,3.1,0.7,3.4,4.1,6.5,1,0.7,2.1,1.8,21.2
41,Alperen Sengun,HOU,C,63,63,32.5,8.4,15.6,0.537,0.5,1.8,0.297,7.8,13.8,0.567,0.553,3.9,5.6,2.9,6.4,9.3,5,1.2,0.7,2.6,3.3,21.1
42,Miles Bridges,CHO,SF,69,67,37.4,8.1,17.5,0.462,2.3,6.5,0.349,5.8,11,0.529,0.527,2.5,3.1,1,6.3,7.3,3.3,0.9,0.5,2,1.7,21
43,Jerami Grant,POR,PF,54,54,33.9,7.1,15.7,0.451,2.1,5.1,0.402,5,10.6,0.474,0.516,4.7,5.8,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21
44,Tyler Herro,MIA,SG,42,40,33.5,7.7,17.5,0.441,3.1,7.9,0.396,4.6,9.6,0.478,0.531,2.3,2.6,0.5,4.8,5.3,4.5,0.7,0.1,2.2,1.5,20.8
45,Brandon Ingram,NOP,SF,64,64,32.9,7.8,15.9,0.492,1.3,3.8,0.355,6.5,12.1,0.534,0.534,3.8,4.8,0.7,4.4,5.1,5.7,0.8,0.6,2.5,2.3,20.8
46,Jimmy Butler,MIA,PF,60,60,34,6.6,13.2,0.499,1,2.4,0.414,5.6,10.8,0.519,0.537,6.6,7.7,1.8,3.6,5.3,5,1.3,0.3,1.7,1.1,20.8
47,RJ Barrett,2TM,SG,58,58,31.7,7.5,15.2,0.495,1.6,4.3,0.36,6,10.9,0.549,0.547,3.6,5,0.9,4.5,5.4,3.3,0.5,0.4,2.2,2.2,20.2
48,Tyrese Haliburton,IND,PG,69,68,32.2,7.2,15.2,0.477,2.8,7.8,0.364,4.4,7.4,0.595,0.57,2.8,3.3,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1,20.1
49,Kristaps Porzingis,BOS,C,57,57,29.6,6.8,13.2,0.516,1.9,5.1,0.375,4.9,8.1,0.606,0.589,4.5,5.3,1.7,5.5,7.2,2,0.7,1.9,1.6,2.7,20.1
50,CJ McCollum,NOP,PG,66,66,32.7,7.3,16,0.459,3.6,8.4,0.429,3.7,7.5,0.492,0.572,1.7,2.1,0.6,3.7,4.3,4.6,0.9,0.6,1.7,1.9,20
51,Scottie Barnes,TOR,SG,60,60,34.9,7.5,15.7,0.475,1.7,4.9,0.341,5.8,10.8,0.536,0.528,3.3,4.2,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2,19.9
52,Terry Rozier,2TM,SG,61,60,33.4,7.2,16.4,0.443,2.4,6.7,0.363,4.8,9.6,0.498,0.518,2.8,3.2,0.6,3.5,4,5.6,1,0.3,1.7,1.7,19.8
53,Franz Wagner,ORL,SF,72,72,32.5,7.3,15.2,0.482,1.3,4.6,0.281,6,10.6,0.57,0.525,3.8,4.4,1,4.3,5.3,3.7,1.1,0.4,1.9,2.3,19.7
54,Jalen Green,HOU,SG,82,82,31.7,6.9,16.2,0.423,2.5,7.4,0.332,4.4,8.9,0.498,0.498,3.5,4.3,0.5,4.7,5.2,3.5,0.8,0.3,2.3,1.4,19.6
55,Mikal Bridges,BRK,SF,82,82,34.8,6.9,15.8,0.436,2.7,7.2,0.372,4.2,8.6,0.49,0.521,3.1,3.9,0.8,3.7,4.5,3.6,1,0.4,2,1.4,19.6
56,Zach LaVine,CHI,SG,25,23,34.9,6.8,15,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5
57,Devin Vassell,SAS,SG,68,62,33.1,7.3,15.5,0.472,2.4,6.6,0.372,4.9,9,0.544,0.55,2.4,3,0.4,3.4,3.8,4.1,1.1,0.3,1.6,1.1,19.5
58,Domantas Sabonis,SAC,C,82,82,35.7,7.7,13,0.594,0.4,1.1,0.379,7.3,12,0.613,0.609,3.6,5.1,3.6,10.1,13.7,8.2,0.9,0.6,3.3,3,19.4
59,Bam Adebayo,MIA,C,71,71,34,7.5,14.3,0.521,0.2,0.6,0.357,7.3,13.7,0.528,0.529,4.1,5.5,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3
60,Coby White,CHI,PG,79,78,36.5,6.8,15.3,0.447,2.6,7,0.376,4.2,8.3,0.508,0.534,2.8,3.3,0.6,4,4.5,5.1,0.7,0.2,2.1,2.4,19.1
61,Jalen Williams,OKC,PF,71,71,31.3,7.5,14,0.54,1.5,3.4,0.427,6.1,10.6,0.576,0.592,2.5,3.1,0.5,3.5,4,4.5,1.1,0.6,1.7,2.5,19.1
62,Collin Sexton,UTA,SG,78,51,26.6,6.5,13.3,0.487,1.6,4.2,0.394,4.8,9.1,0.53,0.549,4.1,4.7,0.9,1.7,2.6,4.9,0.8,0.2,2.1,2,18.7
63,Bradley Beal,PHO,SG,53,53,33.3,7.1,13.9,0.513,1.9,4.4,0.43,5.2,9.4,0.552,0.582,2.1,2.5,1,3.4,4.4,5,1,0.5,2.5,2.4,18.2
64,Darius Garland,CLE,PG,57,57,33.4,6.6,14.8,0.446,2.3,6.2,0.371,4.3,8.5,0.501,0.524,2.6,3.1,0.5,2.1,2.7,6.5,1.3,0.1,3.1,1.7,18
65,Nikola Vuvevic,CHI,C,76,74,34.3,7.7,15.9,0.484,1.2,4.1,0.294,6.5,11.8,0.55,0.522,1.4,1.7,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18
66,D'Angelo Russell,LAL,PG,76,69,32.7,6.5,14.2,0.456,3,7.2,0.415,3.5,7,0.497,0.56,2.1,2.5,0.4,2.7,3.1,6.3,0.9,0.5,2.1,2.1,18
67,Klay Thompson,GSW,SF,77,63,29.7,6.4,14.7,0.432,3.5,9,0.387,2.9,5.7,0.503,0.551,1.6,1.8,0.5,2.8,3.3,2.3,0.6,0.5,1.5,1.6,17.9
68,Fred VanVleet,HOU,PG,73,73,36.8,5.8,13.9,0.416,3.1,8,0.387,2.7,5.9,0.454,0.527,2.7,3.1,0.5,3.4,3.8,8.1,1.4,0.8,1.7,2.5,17.4
69,Jordan Poole,WAS,SG,78,66,30.1,6.3,15.2,0.413,2.4,7.2,0.326,3.9,8,0.492,0.491,2.5,2.8,0.4,2.3,2.7,4.4,1.1,0.3,2.4,3.1,17.4
70,Brandon Miller,CHO,SF,74,68,32.2,6.4,14.6,0.44,2.5,6.7,0.373,3.9,8,0.495,0.524,1.9,2.3,0.8,3.4,4.3,2.4,0.9,0.6,1.8,2.5,17.3
71,Tobias Harris,PHI,PF,70,70,33.8,6.6,13.6,0.487,1.3,3.7,0.353,5.3,9.9,0.537,0.535,2.7,3,1.1,5.3,6.5,3.1,1,0.7,1.3,1.6,17.2
72,Jordan Clarkson,UTA,SG,55,19,30.6,6.1,14.8,0.413,1.7,5.6,0.294,4.5,9.2,0.485,0.469,3.2,3.7,0.9,2.5,3.4,5,0.6,0.1,2.7,1.5,17.1
73,Myles Turner,IND,C,77,77,27,6.2,11.8,0.524,1.5,4.2,0.358,4.7,7.6,0.615,0.587,3.2,4.1,1.5,5.5,6.9,1.3,0.5,1.9,1.4,3,17.1
74,Immanuel Quickley,2TM,SG,68,38,29.2,5.7,13.1,0.434,2.5,6.4,0.395,3.2,6.8,0.471,0.53,3.1,3.6,0.3,3.6,3.8,4.9,0.7,0.1,1.5,1.8,17
75,Bogdan Bogdanovic,ATL,SG,79,33,30.4,6,13.9,0.428,3,8.1,0.374,2.9,5.8,0.503,0.537,1.9,2.1,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9
76,Michael Porter Jr.,DEN,SF,81,81,31.7,6.4,13.3,0.484,2.7,6.8,0.397,3.7,6.5,0.575,0.586,1.1,1.4,1.3,5.7,7,1.5,0.5,0.7,1.1,1.8,16.7
77,Deandre Ayton,POR,C,55,55,32.4,7.8,13.6,0.57,0,0.2,0.1,7.7,13.4,0.576,0.571,1.2,1.4,3.2,7.9,11.1,1.6,1,0.8,1.8,2,16.7
78,James Harden,LAC,PG,72,72,34.3,4.9,11.4,0.428,2.6,6.8,0.381,2.3,4.6,0.497,0.541,4.2,4.8,0.5,4.7,5.1,8.5,1.1,0.8,2.6,1.8,16.6
79,Chet Holmgren,OKC,C,82,82,29.4,6.2,11.6,0.53,1.6,4.3,0.37,4.6,7.4,0.623,0.598,2.7,3.4,1.6,6.3,7.9,2.4,0.6,2.3,1.6,2.4,16.5
80,Jarrett Allen,CLE,C,77,77,31.7,6.7,10.6,0.634,0,0.1,0,6.7,10.6,0.638,0.634,3,4.1,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5
81,Jonathan Kuminga,GSW,PF,74,46,26.3,6.2,11.6,0.529,0.7,2.2,0.321,5.4,9.4,0.578,0.56,3,4,1.2,3.6,4.8,2.2,0.7,0.5,1.6,2.3,16.1
82,Jalen Johnson,ATL,SF,56,52,33.7,6.4,12.5,0.511,1.3,3.6,0.355,5.1,9,0.574,0.562,1.9,2.6,1.3,7.4,8.7,3.6,1.2,0.8,1.8,2.4,16
83,Shaedon Sharpe,POR,SG,32,25,33.1,5.5,13.6,0.406,1.9,5.6,0.333,3.6,7.9,0.457,0.475,3.1,3.7,1.3,3.7,5,2.9,0.9,0.4,2.3,2.8,15.9
84,Austin Reaves,LAL,SG,82,57,32.1,5.6,11.5,0.486,1.9,5.1,0.367,3.7,6.3,0.583,0.568,2.8,3.3,0.7,3.6,4.3,5.5,0.8,0.3,2.1,1.9,15.9
85,Malcolm Brogdon,POR,PG,39,25,28.7,5.6,12.7,0.44,2.1,5.1,0.412,3.5,7.6,0.458,0.522,2.4,3,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7
86,Keldon Johnson,SAS,SF,69,27,29.5,5.7,12.5,0.454,1.8,5.3,0.346,3.8,7.2,0.533,0.527,2.5,3.2,1.4,4.1,5.5,2.8,0.7,0.3,1.4,2.2,15.7
87,Evan Mobley,CLE,PF,50,50,30.6,6.4,11,0.58,0.4,1.2,0.373,6,9.9,0.604,0.6,2.5,3.4,2.2,7.1,9.4,3.2,0.9,1.4,1.8,2.7,15.7
88,De'Andre Hunter,ATL,SF,57,37,29.5,5.3,11.6,0.459,2.1,5.3,0.385,3.3,6.3,0.521,0.547,2.9,3.4,0.5,3.4,3.9,1.5,0.7,0.3,1.5,2.6,15.6
89,Donte DiVincenzo,NYK,SG,81,63,29.1,5.5,12.4,0.443,3.5,8.7,0.401,2,3.7,0.542,0.584,1.1,1.4,0.8,2.9,3.7,2.7,1.3,0.4,1.4,2,15.5
90,Kelly Oubre Jr.,PHI,SF,68,52,30.2,5.7,12.9,0.441,1.5,4.8,0.311,4.2,8.1,0.517,0.498,2.6,3.4,1.4,3.6,5,1.5,1.1,0.7,1.3,2.9,15.4
91,Malik Monk,SAC,SG,72,0,26,5.5,12.4,0.443,2.1,5.9,0.35,3.4,6.5,0.528,0.526,2.4,2.8,0.4,2.6,2.9,5.1,0.6,0.5,2.1,2.2,15.4
92,Jaden Ivey,DET,SG,77,61,28.8,5.4,12.6,0.429,1.6,4.8,0.336,3.8,7.8,0.485,0.492,2.9,3.9,1.1,2.3,3.4,3.8,0.7,0.5,2.5,2.6,15.4
93,Bojan Bogdanovic,2TM,PF,57,27,25.9,5.4,11.9,0.454,2.3,5.9,0.398,3.1,6.1,0.507,0.551,2.1,2.6,0.4,2.3,2.7,1.7,0.5,0.1,1.8,1.7,15.2
94,Keegan Murray,SAC,SF,77,77,33.6,5.8,12.7,0.454,2.4,6.6,0.358,3.4,6,0.56,0.548,1.3,1.6,1.4,4.1,5.5,1.7,1,0.8,0.8,2.7,15.2
95,Derrick White,BOS,SG,73,73,32.6,5.3,11.5,0.461,2.7,6.8,0.396,2.6,4.7,0.555,0.578,1.9,2.1,0.7,3.5,4.2,5.2,1,1.2,1.5,2.1,15.2
96,John Collins,UTA,PF,68,66,28,5.8,11,0.532,1.3,3.4,0.371,4.6,7.6,0.605,0.59,2.2,2.7,2.3,6.1,8.5,1.1,0.6,0.9,1.4,2.8,15.1
97,Khris Middleton,MIL,SF,55,55,27,5.8,11.7,0.493,1.7,4.5,0.381,4.1,7.2,0.563,0.566,1.8,2.2,0.7,3.9,4.7,5.3,0.9,0.3,2.3,2.6,15.1
98,Trey Murphy III,NOP,SF,57,23,29.6,4.8,10.9,0.443,3,7.8,0.38,1.9,3.1,0.602,0.579,2.2,2.6,0.7,4.2,4.9,2.2,0.9,0.5,0.6,1.2,14.8
99,Deni Avdija,WAS,SF,75,75,30.1,5.4,10.7,0.506,1.2,3.1,0.374,4.2,7.6,0.56,0.56,2.7,3.6,1.1,6.1,7.2,3.8,0.8,0.5,2.1,2.5,14.7
100,OG Anunoby,2TM,SF,50,50,34,5.6,11.5,0.489,2,5.3,0.382,3.6,6.2,0.581,0.577,1.3,1.8,0.9,3.2,4.2,2.1,1.4,0.7,1.6,2.4,14.7
101,GG Jackson II,MEM,PF,48,18,25.7,5,11.7,0.428,2.1,6,0.357,2.9,5.8,0.502,0.519,2.4,3.2,1.1,3,4.1,1.2,0.6,0.5,1.4,1.3,14.6
102,Bennedict Mathurin,IND,SF,59,19,26.1,5,11.2,0.446,1.4,3.6,0.374,3.7,7.6,0.481,0.507,3.1,3.8,1,2.9,4,2,0.6,0.2,1.6,2,14.5
103,Marcus Smart,MEM,PG,20,20,30.3,5.1,11.9,0.43,2.1,6.7,0.313,3,5.2,0.583,0.519,2.2,2.8,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5
104,Tim Hardaway Jr.,DAL,SF,79,12,26.8,5,12.4,0.402,2.7,7.6,0.353,2.3,4.8,0.478,0.51,1.8,2.1,0.3,2.9,3.2,1.8,0.5,0.1,0.9,1.3,14.4
105,Dennis Schroder,2TM,PG,80,58,31.1,5,11.6,0.435,1.7,4.6,0.375,3.3,7,0.474,0.509,2.2,2.7,0.5,2.5,3,6.1,0.8,0.2,1.9,2.1,14
106,Scoot Henderson,POR,PG,62,32,28.5,5,12.9,0.385,1.4,4.3,0.325,3.5,8.5,0.416,0.44,2.7,3.3,0.9,2.3,3.1,5.4,0.8,0.2,3.4,3.1,14
107,Caris LeVert,CLE,SG,68,10,28.8,5.1,12.1,0.421,1.6,4.9,0.325,3.5,7.2,0.486,0.487,2.3,3,0.6,3.5,4.1,5.1,1.1,0.5,1.7,1.8,14
108,Rudy Gobert,MIN,C,76,76,34.1,5.3,8.1,0.661,0,0,0,5.3,8,0.664,0.661,3.3,5.1,3.8,9.2,12.9,1.3,0.7,2.1,1.6,3.1,14
109,Norman Powell,LAC,SG,76,3,26.2,4.9,10.1,0.486,2.2,5.1,0.435,2.7,5.1,0.536,0.594,1.9,2.3,0.2,2.4,2.6,1.1,0.6,0.3,0.9,1.8,13.9
110,Aaron Gordon,DEN,PF,73,73,31.5,5.5,9.8,0.556,0.5,1.9,0.29,4.9,7.9,0.619,0.584,2.4,3.7,2.4,4.1,6.5,3.5,0.8,0.6,1.4,1.9,13.9